"","State","City","Year","Population","Violent.Crime","Murder","Rape.Revised","Rape.Legacy","Robbery","Aggravated.Assault","Property.Crime","Burglary","Larceny.Theft","Motor.Vehicle.Theft","Arson"
"272","KANSAS","TOPEKA",2015,127096,325,3,40,0,99,183,3183,580,2324,279,3
"273","KANSAS","WICHITA",2014,387493,1497,13,129,0,258,1097,9482,1639,6756,1087,45
"274","KANSAS","WICHITA",2015,392890,1764,11,155,0,322,1276,8564,1524,6175,865,48
"275","KENTUCKY","LEXINGTON",2014,311848,514,11,73,0,258,172,5757,1181,4123,453,24
"276","KENTUCKY","LEXINGTON",2015,314077,490,9,81,0,229,171,5727,1203,4010,514,22
"277","KENTUCKY","LOUISVILLE METRO",2014,678513,1904,27,96,0,669,1112,13054,2857,9212,985,82
"278","KENTUCKY","LOUISVILLE METRO",2015,680550,2048,41,93,0,705,1209,13135,2909,8885,1341,78
"279","LOUISIANA","BATON ROUGE",2014,229387,1078,27,34,0,426,591,5045,1380,3406,259,78
"280","LOUISIANA","BATON ROUGE",2015,228727,967,27,47,0,393,500,4692,1136,3313,243,65
"281","LOUISIANA","LAFAYETTE",2014,125122,390,1,4,0,113,272,3526,613,2676,237,35
"282","LOUISIANA","LAFAYETTE",2015,127273,329,6,11,0,72,240,3224,473,2532,219,17
"283","LOUISIANA","NEW ORLEANS",2014,387113,1869,71,98,0,713,987,7901,1636,5056,1209,16
"284","LOUISIANA","NEW ORLEANS",2015,393447,1652,92,152,0,622,786,7304,1362,4773,1169,15
"285","LOUISIANA","SHREVEPORT",2014,200184,716,9,65,0,189,453,4398,946,3201,251,27
"286","LOUISIANA","SHREVEPORT",2015,197592,793,10,74,0,218,491,4960,1052,3637,271,26
"287","MARYLAND","BALTIMORE",2014,623513,3989,99,0,129,1641,2120,14003,3215,8511,2277,102
"288","MARYLAND","BALTIMORE",2015,621252,4224,144,140,0,1826,2114,14194,3577,8205,2412,132
"289","MASSACHUSETTS","CAMBRIDGE",2014,108201,146,1,11,0,36,98,1090,125,907,58,0
"290","MASSACHUSETTS","CAMBRIDGE",2015,110953,151,1,14,0,42,94,1236,188,994,54,2
"291","MASSACHUSETTS","LOWELL",2014,109729,262,1,17,0,74,170,1267,314,797,156,12
"292","MASSACHUSETTS","LOWELL",2015,110819,227,0,10,0,65,152,1083,221,776,86,7
"293","MASSACHUSETTS","SPRINGFIELD",2014,153766,777,6,51,0,261,459,2688,779,1616,293,26
"294","MASSACHUSETTS","SPRINGFIELD",2015,154090,837,13,43,0,247,534,2350,573,1501,276,18
"295","MASSACHUSETTS","WORCESTER",2014,183248,814,4,7,0,175,628,2570,660,1740,170,1
"296","MASSACHUSETTS","WORCESTER",2015,183377,770,4,4,0,189,573,2316,491,1640,185,2
"297","MICHIGAN","ANN ARBOR",2014,117768,94,0,29,0,9,56,1010,156,792,62,4
"298","MICHIGAN","ANN ARBOR",2015,118730,96,0,26,0,13,57,1043,95,912,36,3
"299","MICHIGAN","DETROIT",2014,684694,6292,135,284,0,1589,4284,15748,4390,6629,4729,235
"300","MICHIGAN","DETROIT",2015,673225,5711,107,234,0,1128,4242,13515,3329,6810,3376,420
"301","MICHIGAN","GRAND RAPIDS",2014,193385,623,3,31,0,198,391,2388,584,1683,121,25
"302","MICHIGAN","GRAND RAPIDS",2015,195268,618,5,57,0,153,403,2069,438,1515,116,24
"303","MICHIGAN","LANSING",2014,113901,537,5,38,0,109,385,1550,436,956,158,11
"304","MICHIGAN","LANSING",2015,114694,469,4,39,0,82,344,1347,335,883,129,7
"305","MICHIGAN","STERLING HEIGHTS",2014,131604,101,0,16,0,13,72,981,130,778,73,7
"306","MICHIGAN","STERLING HEIGHTS",2015,133437,94,2,20,0,7,65,828,75,688,65,4
"307","MICHIGAN","WARREN",2014,135080,288,3,39,0,62,184,1563,340,993,230,8
"308","MICHIGAN","WARREN",2015,135367,364,2,55,0,59,248,1427,291,867,269,10
"309","MISSISSIPPI","JACKSON",2014,172376,710,35,0,61,313,301,4837,1468,2872,497,59
"310","MISSISSIPPI","JACKSON",2015,170508,745,27,0,71,366,281,4117,1115,2504,498,56
"311","MISSOURI","COLUMBIA",2014,116847,162,2,30,0,43,87,1908,265,1565,78,6
"312","MISSOURI","COLUMBIA",2015,118911,274,1,44,0,66,163,1605,385,1135,85,5
"313","MISSOURI","INDEPENDENCE",2014,117321,223,1,25,0,50,147,3182,505,2271,406,17
"314","MISSOURI","INDEPENDENCE",2015,117639,216,1,28,0,56,131,2922,409,2073,440,7
"315","MISSOURI","KANSAS CITY",2014,468417,2735,35,191,0,707,1802,10823,2524,6336,1963,111
"316","MISSOURI","KANSAS CITY",2015,473373,2987,36,162,0,689,2100,9709,2247,5697,1765,69
"317","MISSOURI","SPRINGFIELD",2014,165280,942,5,136,0,181,620,5719,864,4294,561,29
"318","MISSOURI","SPRINGFIELD",2015,166860,1063,7,128,0,212,716,5961,935,4438,588,30
"319","MISSOURI","ST. LOUIS",2014,318574,2284,58,144,0,594,1488,8616,1756,5435,1425,86
"320","MISSOURI","ST. LOUIS",2015,317095,2806,92,127,0,832,1755,9608,1947,6031,1630,79
"321","MONTANA","BILLINGS",2014,110245,195,2,41,0,28,124,2345,326,1758,261,3
"322","MONTANA","BILLINGS",2015,109997,233,2,30,0,40,161,2369,295,1662,412,6
"323","NEBRASKA","LINCOLN",2014,271208,445,4,0,76,99,266,4212,628,3442,142,33
"324","NEBRASKA","LINCOLN",2015,276585,471,0,0,83,104,284,4226,625,3432,169,38
"325","NEVADA","HENDERSON",2014,274121,198,1,33,0,69,95,2725,692,1788,245,11
"326","NEVADA","HENDERSON",2015,282554,229,1,51,0,83,94,2677,679,1731,267,7
"327","NEVADA","NORTH LAS VEGAS",2014,229436,877,4,40,0,223,610,2795,1019,1335,441,10
"328","NEVADA","NORTH LAS VEGAS",2015,234386,995,5,45,0,223,722,2614,897,1282,435,7
"329","NEVADA","RENO",2014,235055,530,3,60,0,141,326,3144,626,2180,338,7
"330","NEVADA","RENO",2015,239721,618,9,67,0,145,397,3573,662,2460,451,3
"331","NEW HAMPSHIRE","MANCHESTER",2014,110571,342,3,25,0,110,204,1855,357,1415,83,12
"332","NEW HAMPSHIRE","MANCHESTER",2015,110661,320,2,37,0,112,169,2098,360,1639,99,13
"333","NEW JERSEY","EDISON TOWNSHIP",2014,101965,46,0,0,2,25,19,541,146,346,49,6
"334","NEW JERSEY","EDISON TOWNSHIP",2015,102281,46,0,1,0,21,24,570,103,427,40,7
"335","NEW JERSEY","ELIZABETH",2014,128345,504,5,0,13,281,205,1724,364,960,400,5
"336","NEW JERSEY","ELIZABETH",2015,129364,484,8,23,0,242,211,1744,325,1038,381,6
"337","NEW JERSEY","JERSEY CITY",2014,260005,621,13,0,16,272,320,1983,441,1266,276,20
"338","NEW JERSEY","JERSEY CITY",2015,265159,636,8,51,0,253,324,1898,390,1237,271,35
"339","NEW JERSEY","NEWARK",2014,279110,1355,43,0,21,891,400,3743,828,1824,1091,21
"340","NEW JERSEY","NEWARK",2015,282997,1401,42,43,0,861,455,3696,800,1621,1275,9
"341","NEW JERSEY","PATERSON",2014,146083,572,9,0,9,286,268,1856,556,958,342,8
"342","NEW JERSEY","PATERSON",2015,146588,465,7,18,0,206,234,1853,616,905,332,4
"343","NEW JERSEY","WOODBRIDGE TOWNSHIP",2014,100969,53,0,0,3,25,25,932,119,770,43,3
"344","NEW JERSEY","WOODBRIDGE TOWNSHIP",2015,100950,46,0,0,0,22,24,722,103,570,49,1
"345","NEW MEXICO","ALBUQUERQUE",2014,558874,2367,12,0,197,619,1539,15064,3095,10248,1721,46
"346","NEW MEXICO","ALBUQUERQUE",2015,559721,2691,23,0,199,861,1608,15853,2903,10755,2195,46
"347","NEW YORK","AMHERST TOWN",2014,118860,64,1,5,0,22,36,905,71,815,19,2
"348","NEW YORK","AMHERST TOWN",2015,120207,56,0,7,0,19,30,812,81,708,23,6
"349","NEW YORK","BUFFALO",2014,258419,1507,19,76,0,605,807,5876,1435,3941,500,74
"350","NEW YORK","BUFFALO",2015,258096,1297,12,87,0,457,741,4904,1040,3379,485,70
"351","NEW YORK","NEW YORK",2014,8473938,24191,146,1075,0,7691,15279,63155,7433,52230,3492,31
"352","NEW YORK","NEW YORK",2015,8550861,23225,164,1082,0,7598,14381,60300,6410,50526,3364,31
"353","NEW YORK","ROCHESTER",2014,210347,776,19,93,0,286,378,3874,826,2746,302,50
"354","NEW YORK","ROCHESTER",2015,209922,853,15,65,0,287,486,3575,696,2502,377,44
"355","NEW YORK","SYRACUSE",2014,144534,526,6,33,0,164,323,2682,665,1890,127,24
"356","NEW YORK","SYRACUSE",2015,144027,528,8,34,0,191,295,2361,530,1690,141,19
"357","NEW YORK","YONKERS",2014,200624,475,2,10,0,152,311,928,190,652,86,10
"358","NEW YORK","YONKERS",2015,201753,447,3,23,0,161,260,980,194,644,142,6
"359","NORTH CAROLINA","CARY",2014,154978,55,3,0,5,18,29,827,164,642,21,4
"360","NORTH CAROLINA","CARY",2015,160291,31,2,0,4,9,16,919,169,718,32,2
"361","NORTH CAROLINA","DURHAM",2014,249738,923,9,0,34,299,581,5187,1729,3162,296,9
"362","NORTH CAROLINA","DURHAM",2015,253216,1069,15,0,29,360,665,5377,1670,3395,312,16
"363","NORTH CAROLINA","GREENSBORO",2014,282203,619,6,0,28,209,376,5016,1260,3523,233,61
"364","NORTH CAROLINA","GREENSBORO",2015,285950,739,11,0,35,217,476,4812,1068,3505,239,52
"365","NORTH CAROLINA","HIGH POINT",2014,108540,236,3,0,12,64,157,1873,510,1255,108,13
"366","NORTH CAROLINA","HIGH POINT",2015,109669,309,2,0,18,99,190,1683,333,1230,120,6
"367","NORTH CAROLINA","WILMINGTON",2014,113418,367,5,0,17,112,233,2362,645,1565,152,12
"368","NORTH CAROLINA","WILMINGTON",2015,115434,389,4,0,29,127,229,2441,627,1655,159,4
"369","NORTH DAKOTA","FARGO",2014,115686,187,3,39,0,30,115,1303,210,1014,79,6
"370","NORTH DAKOTA","FARGO",2015,118490,169,3,21,0,21,124,1528,318,1095,115,4
"371","OHIO","AKRON",2014,197891,679,8,89,0,176,406,4007,1234,2536,237,30
"372","OHIO","AKRON",2015,197587,597,11,77,0,200,309,3858,1111,2450,297,38
"373","OHIO","CINCINNATI",2014,297671,1258,39,114,0,634,471,7663,2269,4874,520,158
"374","OHIO","CINCINNATI",2015,298478,1287,38,99,0,601,549,7606,1979,5126,501,233
"375","OHIO","CLEVELAND",2014,388655,2499,26,266,0,1408,799,9537,3113,4687,1737,138
"376","OHIO","CLEVELAND",2015,394068,2390,37,215,0,1286,852,8537,2411,4509,1617,126
"377","OHIO","COLUMBUS",2014,830811,2336,49,394,0,1035,858,16327,4073,10848,1406,277
"378","OHIO","COLUMBUS",2015,847745,2237,37,346,0,1085,769,15537,3346,10678,1513,262
"379","OHIO","DAYTON",2014,143217,619,17,74,0,267,261,3586,1166,2160,260,32
"380","OHIO","DAYTON",2015,140683,650,10,70,0,230,340,3187,1095,1815,277,53
"381","OHIO","TOLEDO, ",2014,281150,1390,11,113,0,414,852,6217,2142,3650,425,31
"382","OHIO","TOLEDO, ",2015,285066,1444,5,116,0,431,892,5668,1769,3497,402,31
"383","OKLAHOMA","BROKEN ARROW",2014,104592,64,0,12,0,26,26,754,157,552,45,7
"384","OKLAHOMA","BROKEN ARROW",2015,106145,74,0,21,0,19,34,897,168,649,80,2
"385","OKLAHOMA","OKLAHOMA CITY",2014,617975,2354,20,196,0,522,1616,13332,3146,8375,1811,42
"386","OKLAHOMA","OKLAHOMA CITY",2015,630621,2399,30,242,0,544,1583,11795,2796,7554,1445,47
"387","OKLAHOMA","TULSA",2014,399556,1590,18,176,0,428,968,9844,2619,6059,1166,68
"388","OKLAHOMA","TULSA",2015,401520,1658,27,160,0,410,1061,9445,2473,5811,1161,80
"389","OREGON","EUGENE",2014,159882,287,1,42,0,84,160,3252,539,2427,286,15
"390","OREGON","EUGENE",2015,161608,244,0,36,0,76,132,2950,518,2209,223,18
"391","OREGON","SALEM",2014,162028,261,0,29,0,51,181,3411,444,2639,328,14
"392","OREGON","SALEM",2015,163320,245,2,16,0,49,178,3317,335,2654,328,13
"393","PENNSYLVANIA","ALLENTOWN",2014,118710,269,4,34,0,130,101,1887,478,1269,140,4
"394","PENNSYLVANIA","ALLENTOWN",2015,119335,231,4,24,0,113,90,1389,282,1019,88,11
"395","PENNSYLVANIA","ERIE",2014,100403,177,3,24,0,47,103,1204,326,844,34,13
"396","PENNSYLVANIA","ERIE",2015,98887,218,3,25,0,59,131,1207,292,856,59,14
"397","PENNSYLVANIA","PHILADELPHIA",2014,1559062,7661,115,577,0,3294,3675,24285,4566,17078,2641,197
"398","PENNSYLVANIA","PHILADELPHIA",2015,1567810,7648,115,679,0,3113,3741,23292,3936,16915,2441,152
"399","RHODE ISLAND","PROVIDENCE",2014,178640,421,7,45,0,133,236,3090,671,2011,408,15
"400","RHODE ISLAND","PROVIDENCE",2015,181128,475,6,57,0,128,284,2676,525,1894,257,12
"401","SOUTH CAROLINA","CHARLESTON",2014,129867,135,5,13,0,40,77,1473,181,1217,75,2
"402","SOUTH CAROLINA","CHARLESTON",2015,132585,169,5,25,0,42,97,1475,225,1140,110,1
"403","SOUTH CAROLINA","NORTH CHARLESTON",2014,105594,364,8,43,0,101,212,2762,379,2136,247,5
"404","SOUTH CAROLINA","NORTH CHARLESTON",2015,109051,367,3,46,0,103,215,2509,340,1938,231,5
"405","SOUTH DAKOTA","SIOUX FALLS",2014,167339,395,2,78,0,48,267,2309,402,1778,129,12
"406","SOUTH DAKOTA","SIOUX FALLS",2015,172313,344,1,57,0,21,265,2542,462,1921,159,17
"407","TENNESSEE","CHATTANOOGA",2014,174449,883,17,60,0,182,624,5503,991,3999,513,6
"408","TENNESSEE","CHATTANOOGA",2015,174969,818,9,42,0,132,635,5160,895,3833,432,8
"409","TENNESSEE","CLARKSVILLE",2014,144639,438,6,36,0,54,342,2071,471,1509,91,14
"410","TENNESSEE","CLARKSVILLE",2015,150319,414,6,29,0,39,340,1878,317,1485,76,9
"411","TENNESSEE","KNOXVILLE",2014,184362,789,7,63,0,194,525,5993,982,4614,397,6
"412","TENNESSEE","KNOXVILLE",2015,185638,897,9,104,0,209,575,5438,865,4188,385,8
"413","TENNESSEE","MEMPHIS",2014,654922,5633,65,269,0,1553,3746,18200,5148,11709,1343,151
"414","TENNESSEE","MEMPHIS",2015,657936,5517,64,241,0,1400,3812,17445,4720,11535,1190,134
"415","TENNESSEE","MURFREESBORO",2014,119005,280,6,27,0,55,192,1921,332,1500,89,2
"416","TENNESSEE","MURFREESBORO",2015,123994,325,2,28,0,73,222,1944,440,1429,75,6
"417","TENNESSEE","NASHVILLE",2014,647689,3489,20,258,0,642,2569,11209,2321,8396,492,51
"418","TENNESSEE","NASHVILLE",2015,658029,3253,24,240,0,756,2233,11281,2249,8368,664,21
"419","TEXAS","ABILENE",2014,120686,262,3,0,49,58,152,2471,437,1894,140,18
"420","TEXAS","ABILENE",2015,121764,336,6,38,0,64,228,2805,609,2003,193,12
"421","TEXAS","AMARILLO",2014,197724,688,3,133,0,144,408,4464,892,3142,430,15
"422","TEXAS","AMARILLO",2015,198770,651,3,116,0,137,395,4377,892,3111,374,13
"423","TEXAS","ARLINGTON",2014,382976,907,6,0,102,241,558,6455,1207,4798,450,21
"424","TEXAS","ARLINGTON",2015,388310,1021,4,169,0,248,600,6679,1098,5169,412,19
"425","TEXAS","BEAUMONT",2014,117898,522,8,0,44,144,326,2799,763,1923,113,19
"426","TEXAS","BEAUMONT",2015,117635,572,11,45,0,162,354,2250,570,1582,98,18
"427","TEXAS","BROWNSVILLE ",2014,183433,273,3,0,42,67,161,3604,475,3048,81,7
"428","TEXAS","BROWNSVILLE ",2015,184941,239,1,24,0,76,138,3700,501,3124,75,9
"429","TEXAS","CARROLLTON",2014,128577,91,1,0,1,25,64,1312,257,935,120,5
"430","TEXAS","CARROLLTON",2015,130676,76,1,4,0,28,43,1380,229,1024,127,0
"431","TEXAS","COLLEGE STATION",2014,101483,85,0,13,0,21,51,1158,292,833,33,0
"432","TEXAS","COLLEGE STATION",2015,105855,109,2,31,0,20,56,1119,182,894,43,0
"433","TEXAS","CORPUS CHRISTI",2014,319211,976,12,0,144,184,636,7186,1185,5757,244,31
"434","TEXAS","CORPUS CHRISTI",2015,324326,1039,12,155,0,205,667,5339,945,4133,261,28
"435","TEXAS","DALLAS",2014,1272396,3941,53,0,384,1781,1723,21979,5567,13100,3312,180
"436","TEXAS","DALLAS",2015,1301977,4342,69,405,0,2008,1860,21508,5095,12778,3635,196
"437","TEXAS","DENTON",2014,125248,189,0,64,0,31,94,1325,201,1065,59,0
"438","TEXAS","DENTON",2015,131194,211,2,50,0,34,125,1366,170,1121,75,0
"439","TEXAS","EL PASO",2014,680273,1396,7,0,183,227,979,7345,837,6106,402,26
"440","TEXAS","EL PASO",2015,686077,1204,8,153,0,192,851,6240,646,5233,361,38
"441","TEXAS","FORT WORTH",2014,804907,2243,30,272,0,580,1361,15642,3642,10867,1133,80
"442","TEXAS","FORT WORTH",2015,829731,2208,25,281,0,481,1421,14916,2964,10823,1129,60
"443","TEXAS","FRISCO",2014,141940,57,1,10,0,6,40,1226,219,974,33,6
"444","TEXAS","FRISCO",2015,152678,49,1,12,0,14,22,1088,178,885,25,1
"445","TEXAS","GRAND PRAIRIE",2014,185273,249,1,0,46,93,109,2440,463,1651,326,6
"446","TEXAS","GRAND PRAIRIE",2015,187901,277,1,65,0,58,153,1962,349,1381,232,11
"447","TEXAS","HOUSTON",2014,2219933,10401,100,0,416,4717,5168,52686,10826,34814,7046,341
"448","TEXAS","HOUSTON",2015,2275221,10216,144,374,0,4777,4921,48909,9597,32644,6668,332
"449","TEXAS","IRVING",2014,231708,271,2,0,19,81,169,3142,562,2297,283,13
"450","TEXAS","IRVING",2015,236465,216,6,15,0,83,112,2914,507,2132,275,10
"451","TEXAS","LAREDO",2014,250994,518,9,0,40,95,374,5079,668,4260,151,51
"452","TEXAS","LAREDO",2015,256280,491,4,64,0,69,354,4291,532,3599,160,43
"453","TEXAS","LEWISVILLE",2014,102439,98,0,18,0,25,55,1257,214,897,146,1
"454","TEXAS","LEWISVILLE",2015,104741,115,1,25,0,27,62,1109,157,849,103,2
"455","TEXAS","LUBBOCK",2014,241826,930,5,0,56,132,737,5084,1059,3648,377,28
"456","TEXAS","LUBBOCK",2015,247271,1104,8,90,0,167,839,5785,1231,4138,416,19
"457","TEXAS","MCKINNEY",2014,152806,110,2,16,0,27,65,1357,192,1090,75,6
"458","TEXAS","MCKINNEY",2015,163406,138,2,26,0,27,83,1241,136,1049,56,6
"459","TEXAS","MESQUITE",2014,144396,226,1,0,29,85,111,2646,566,1701,379,5
"460","TEXAS","MESQUITE",2015,145569,215,3,22,0,99,91,2876,553,1910,413,2
"461","TEXAS","ODESSA",2014,113619,496,4,0,28,72,392,1953,333,1391,229,5
"462","TEXAS","ODESSA",2015,118606,589,6,32,0,79,472,2270,383,1618,269,13
"463","TEXAS","PASADENA",2014,153540,300,4,0,41,82,173,2407,397,1743,267,7
"464","TEXAS","PASADENA",2015,154986,292,1,38,0,81,172,2203,351,1540,312,25
"465","TEXAS","PEARLAND",2014,102516,72,1,19,0,11,41,927,121,777,29,3
"466","TEXAS","PEARLAND",2015,106850,80,1,26,0,19,34,1088,177,871,40,2
"467","TEXAS","PLANO",2014,277822,249,2,47,0,81,119,2674,345,2184,145,13
"468","TEXAS","PLANO",2015,282968,223,3,46,0,64,110,2382,343,1921,118,8
"469","TEXAS","RICHARDSON",2014,105744,90,1,0,12,38,39,1199,167,960,72,4
"470","TEXAS","RICHARDSON",2015,111008,76,0,13,0,26,37,1092,192,825,75,1
"471","TEXAS","ROUND ROCK",2014,112199,57,0,0,12,20,25,1031,111,900,20,5
"472","TEXAS","ROUND ROCK",2015,115955,71,1,15,0,18,37,1062,98,943,21,2
"473","TEXAS","SAN ANTONIO",2014,1428465,3757,43,0,518,885,2311,38179,6230,28292,3657,139
"474","TEXAS","SAN ANTONIO",2015,1463586,4005,51,509,0,915,2530,35261,5576,26572,3113,119
"475","TEXAS","TYLER",2014,100969,184,5,0,0,37,142,1972,334,1550,88,0
"476","TEXAS","TYLER",2015,102481,214,5,27,0,38,144,1889,320,1485,84,0
"477","TEXAS","WICHITA FALLS",2014,104949,203,2,0,43,51,107,2030,450,1459,121,0
"478","TEXAS","WICHITA FALLS",2015,105186,200,1,48,0,54,97,2058,456,1527,75,0
"479","UTAH","PROVO",2014,117158,45,0,0,0,10,35,1122,104,947,71,1
"480","UTAH","PROVO",2015,115294,80,0,34,0,10,36,1075,100,907,68,1
"481","UTAH","SALT LAKE CITY",2014,192368,666,1,113,0,193,359,7355,730,5807,818,46
"482","UTAH","SALT LAKE CITY",2015,195047,734,3,123,0,211,397,8341,995,6309,1037,20
"483","UTAH","WEST VALLEY",2014,134590,309,1,0,0,70,238,2876,398,2027,451,10
"484","UTAH","WEST VALLEY",2015,136465,371,1,57,0,71,242,2755,381,1942,432,9
"485","VIRGINIA","ALEXANDRIA",2014,151065,133,2,9,0,77,45,1424,102,1185,137,8
"486","VIRGINIA","ALEXANDRIA",2015,152710,131,0,11,0,53,67,1325,112,1112,101,1
"487","VIRGINIA","CHESAPEAKE",2014,232489,472,4,34,0,82,352,3103,572,2410,121,11
"488","VIRGINIA","CHESAPEAKE",2015,235273,476,6,28,0,81,361,2754,458,2138,158,13
"489","VIRGINIA","HAMPTON",2014,136590,168,5,21,0,50,92,2064,255,1706,103,14
"490","VIRGINIA","HAMPTON",2015,136381,154,7,15,0,71,61,1947,288,1515,144,13
"491","VIRGINIA","NEWPORT NEWS ",2014,182374,363,11,36,0,94,222,2750,481,2098,171,33
"492","VIRGINIA","NEWPORT NEWS ",2015,182975,338,17,30,0,98,193,2461,436,1864,161,24
"493","VIRGINIA","NORFOLK",2014,247078,572,19,52,0,158,343,4516,600,3694,222,13
"494","VIRGINIA","NORFOLK",2015,245400,606,7,46,0,199,354,4072,516,3413,143,13
"495","VIRGINIA","RICHMOND",2014,216747,604,23,12,0,264,305,4003,840,2830,333,26
"496","VIRGINIA","RICHMOND",2015,220802,517,16,12,0,234,255,3567,672,2577,318,32
"497","VIRGINIA","VIRGINIA BEACH",2014,451102,327,12,55,0,123,137,4720,541,4015,164,33
"498","VIRGINIA","VIRGINIA BEACH",2015,452797,305,12,36,0,128,129,4582,508,3878,196,44
"499","WASHINGTON","BELLEVUE",2014,135449,74,1,0,17,34,22,2281,296,1849,136,6
"500","WASHINGTON","BELLEVUE",2015,138532,60,2,10,0,23,25,2056,310,1622,124,8
"501","WASHINGTON","EVERETT",2014,105911,192,2,0,18,73,99,3505,616,2352,537,13
"502","WASHINGTON","EVERETT",2015,107633,191,4,0,19,65,103,3040,477,2156,407,20
"503","WASHINGTON","KENT",2014,125837,171,0,33,0,65,73,3058,445,2126,487,10
"504","WASHINGTON","KENT",2015,127259,146,3,22,0,62,59,2841,429,1949,463,11
"505","WASHINGTON","SEATTLE",2014,663410,1950,13,79,0,755,1103,20475,3466,14102,2907,40
"506","WASHINGTON","SEATTLE",2015,683700,1961,9,65,0,766,1121,17919,3597,12348,1974,34
"507","WASHINGTON","SPOKANE",2014,211025,582,5,0,52,229,296,9004,1625,6259,1120,28
"508","WASHINGTON","SPOKANE",2015,212698,538,5,0,51,170,312,7592,1400,5379,813,24
"509","WASHINGTON","TACOMA",2014,204722,745,7,75,0,224,439,6008,1502,3658,848,31
"510","WASHINGTON","TACOMA",2015,206884,749,4,57,0,229,459,6119,1185,4013,921,26
"511","WASHINGTON","VANCOUVER",2014,168688,269,4,41,0,74,150,2625,393,1810,422,27
"512","WASHINGTON","VANCOUVER",2015,171076,318,0,43,0,55,220,2577,408,1819,350,26
"513","WISCONSIN","GREEN BAY",2014,104979,256,3,26,0,32,195,1074,184,848,42,5
"514","WISCONSIN","GREEN BAY",2015,105119,211,1,24,0,22,164,1018,180,793,45,5
"515","WISCONSIN","KENOSHA",2014,100025,147,4,0,10,51,82,1045,251,744,50,9
"516","WISCONSIN","KENOSHA",2015,100038,127,2,0,26,50,49,920,152,714,54,2
"517","WISCONSIN","MADISON",2014,245788,400,3,42,0,101,254,3135,448,2572,115,4
"518","WISCONSIN","MADISON",2015,248833,414,3,48,0,99,264,3121,544,2475,102,4
"519","WISCONSIN","MILWAUKEE",2014,600374,3957,36,192,0,1551,2178,12303,2416,6966,2921,110
"520","WISCONSIN","MILWAUKEE",2015,600400,3921,75,168,0,1501,2177,11197,2439,5798,2960,99
